LCSC Part Number,product_url,name,brand,sku,description,price,currency,image_url
C8678,https://www.lcsc.com/product-detail/C8678.html,MDD(Microdiode Semiconductor) SS34,MDD(Microdiode Semiconductor),C8678,Diode Independent 40V 3A Surface Mount SMA(DO-214AC),0.0131,USD,https://assets.lcsc.com/images/lcsc/900x900/20251214_MDD-Microdiode-Semiconductor-SS34_C8678_front.jpg
C398744,https://www.lcsc.com/product-detail/C398744.html,HYP 1TS015A-1000-0600-CT,HYP,C398744,Tactile Switch SPST 100gf 0.6mm SMD (SMT) Tab 3mm x 2mm Surface Mount,0.0332,USD,https://assets.lcsc.com/images/lcsc/900x900/20230109_HYP--Hongyuan-Precision-1TS015A-1000-0600-CT_C398744_front.jpg
C964760,https://www.lcsc.com/product-detail/C964760.html,MYOUNG BS-06-B4AK001,MYOUNG,C964760,Battery Holder Coin CR2032 Cell SMD,0.1230,USD,https://assets.lcsc.com/images/lcsc/900x900/20230131_MYOUNG-BS-06-B4AK001_C964760_front.jpg
C70377,https://www.lcsc.com/product-detail/C70377.html,QIJEY CR2032-BS-6-1,QIJEY,C70377,Battery Holder Coin CR2032 Cell SMD,0.1020,USD,https://assets.lcsc.com/images/lcsc/900x900/20250520_Q-J-CR2032-BS-6-1_C70377_front.jpg
C5446865,https://www.lcsc.com/product-detail/C5446865.html,G-Switch GT-USB-7070A01,G-Switch,C5446865,"USB-C (USB TYPE-C) Receptacle Connector 16 Position Surface Mount, Right Angle",0.3511,USD,https://assets.lcsc.com/images/lcsc/900x900/20230504_G-Switch-GT-USB-7070A01_C5446865_front.jpg
C3001291,https://www.lcsc.com/product-detail/C3001291.html,G-Switch GT-USB-7082C,G-Switch,C3001291,USB-C (USB TYPE-C) Receptacle Connector 16 Position Through Hole,0.2359,USD,https://assets.lcsc.com/images/lcsc/900x900/20230122_G-Switch-GT-USB-7082C_C3001291_front.jpg
C18623826,https://www.lcsc.com/product-detail/C18623826.html,HYDZ HYG-8503A-5027,HYDZ,C18623826,90mA 2731Hz 85dB SMD,0.1052,USD,https://assets.lcsc.com/images/lcsc/900x900/20231121_HYDZ-HYG-8503A-5027_C18623826_front.jpg
C2909692,https://www.lcsc.com/product-detail/C2909692.html,Korean Hroparts Elec K2-1157SP-I4SW-01,Korean Hroparts Elec,C2909692,Pushbutton Switch Round Button Surface Mount,0.0469,USD,https://assets.lcsc.com/images/lcsc/900x900/20230129_Korean-Hroparts-Elec-K2-1157SP-I4SW-01_C2909692_front.jpg
C693825,https://www.lcsc.com/product-detail/C693825.html,Korean Hroparts Elec K6-6272S01,Korean Hroparts Elec,C693825,Tactile Switch 160gf 13mm Surface Mount,0.6088,USD,https://assets.lcsc.com/images/lcsc/900x900/20230104_Korean-Hroparts-Elec-K6-6272S01_C693825_front.jpg
C431541,https://www.lcsc.com/product-detail/C431541.html,SHOU HAN MSK12C02-HB,SHOU HAN,C431541,"Slide Switch SPDT 50mA @ 12V Surface Mount, Right Angle Rectangular Columnar 8mm",0.0303,USD,https://assets.lcsc.com/images/lcsc/900x900/20230204_SHOU-HAN-MSK12C02-HB_C431541_front.jpg
C42377853,https://www.lcsc.com/product-detail/C42377853.html,XUNPU QS-301-AGS5P,XUNPU,C42377853,SMD Thumbwheel Switches RoHS,0.0819,USD,https://assets.lcsc.com/images/lcsc/900x900/20241211_XUNPU-QS-301-AGS5P_C42377853_front.jpg
C720477,https://www.lcsc.com/product-detail/C720477.html,XUNPU TS-1088-AR02016,XUNPU,C720477,Tactile Switch SPST 160gf 2mm SMD (SMT) Tab 4mm x 3mm Surface Mount,0.0255,USD,https://assets.lcsc.com/images/lcsc/900x900/20250918_XUNPU-TS-1088-AR02016_C720477_front.jpg
C318884,https://www.lcsc.com/product-detail/C318884.html,XKB Connection TS-1187A-B-A-B,XKB Connection,C318884,Tactile Switch SPST 160gf 1.5mm 5.1mm x 5.1mm Surface Mount,0.0109,USD,https://assets.lcsc.com/images/lcsc/900x900/20181028_XKB-Connection-TS-1187A-B-A-B_C318884_front.jpg
C2765186,https://www.lcsc.com/product-detail/C2765186.html,SHOU HAN TYPE-C 16PIN 2MD(073),SHOU HAN,C2765186,"USB-C (USB TYPE-C) Receptacle Connector 16 Position Surface Mount, Right Angle",0.0334,USD,https://assets.lcsc.com/images/lcsc/900x900/20250623_SHOU-HAN-TYPE-C-16PIN-2MD-073_C2765186_front.jpg
C5188566,https://www.lcsc.com/product-detail/C5188566.html,YIYUAN YTS1C0033BBG01,YIYUAN,C5188566,nan,0.0182,USD,https://assets.lcsc.com/images/lcsc/900x900/20230127_YIYUAN-YTS1C0033BBG01_C5188566_front.jpg
C7419906,https://www.lcsc.com/product-detail/C7419906.html,Megastar ZX-QC-LT392932526,Megastar,C7419906,Tactile Switch SPST 160gf 2.5mm Gull Wing 6.1mm x 3.7mm Surface Mount,0.0191,USD,https://assets.lcsc.com/images/lcsc/900x900/20230615_Megastar-ZX-QC-LT392932526_C7419906_front.jpg
C390639,https://www.lcsc.com/product-detail/C390639.html,HYP 1TS016A-1600-0600-CT,HYP,C390639,Tactile Switch SPST 160gf 0.6mm SMD (SMT) Tab 3mm x 2.6mm Surface Mount,0.0354,USD,https://assets.lcsc.com/images/lcsc/900x900/20251211_HYP-1TS016A-1600-0600-CT_C390639_front.jpg
C965557,https://www.lcsc.com/product-detail/C965557.html,Worldsemi WS2812B-4020,Worldsemi,C965557,"SMD,4x2mm LED Addressable, Specialty RoHS",0.0522,USD,https://assets.lcsc.com/images/lcsc/900x900/20250520_Worldsemi-WS2812B-4020_C965557_front.jpg
C167747,https://www.lcsc.com/product-detail/C167747.html,cjiang FNR3015S2R2MT,cjiang,C167747,"2A 2.2uH 2A 78mΩ Magnetic Shielded Inductor ±20% SMD,3x3mm Fixed Inductors RoHS",0.0359,USD,https://assets.lcsc.com/images/lcsc/900x900/20240307_cjiang--Changjiang-Microelectronics-Tech-FNR3015S2R2MT_C167747_front.jpg
C167753,https://www.lcsc.com/product-detail/C167753.html,cjiang FNR3015S4R7MT,cjiang,C167753,"1.3A 4.7uH 1.4A 163mΩ Magnetic Shielded Inductor ±20% SMD,3x3mm Fixed Inductors RoHS",0.0359,USD,https://assets.lcsc.com/images/lcsc/900x900/20240307_cjiang--Changjiang-Microelectronics-Tech-FNR3015S4R7MT_C167753_front.jpg
C167756,https://www.lcsc.com/product-detail/C167756.html,cjiang FNR3015S6R8MT,cjiang,C167756,"1.1A 6.8uH 1.1A 260mΩ Magnetic Shielded Inductor ±20% SMD,3x3mm Fixed Inductors RoHS",0.0359,USD,https://assets.lcsc.com/images/lcsc/900x900/20231211_cjiang--Changjiang-Microelectronics-Tech-FNR3015S6R8MT_C167756_front.jpg
C5120872,https://www.lcsc.com/product-detail/C5120872.html,CENKER CKCS4020-10uH/M,CENKER,C5120872,"900mA 10uH 165mΩ 1.6A Magnetic Shielded Inductor ±20% SMD,4x4mm Fixed Inductors RoHS",0.0269,USD,https://assets.lcsc.com/images/lcsc/900x900/20251211_CENKER-CKCS4020-10uH-M_C5120872_front.jpg
C3033018,https://www.lcsc.com/product-detail/C3033018.html,Coilcraft XFL4020-152MEC,Coilcraft,C3033018,"9.1A 1.5uH 14.4mΩ 4.6A Magnetic Shielded Inductor ±20% SMD,4x4mm Fixed Inductors RoHS",0.6865,USD,https://assets.lcsc.com/images/lcsc/900x900/20230907_Coilcraft-XFL4020-152MEC_C3033018_front.jpg
C42429163,https://www.lcsc.com/product-detail/C42429163.html,ZE ZNR4020ST1R5M,ZE,C42429163,"3A 1.5uH 4.9A 35mΩ Magnetic Shielded Inductor ±20% SMD,4x4mm Fixed Inductors RoHS",0.0225,USD,https://assets.lcsc.com/images/lcsc/900x900/20250304_ZE-ZNR4020ST1R5M_C42429163_front.jpg
C963206,https://www.lcsc.com/product-detail/C963206.html,G-Switch MK-12C02-G020,G-Switch,C963206,"Slide Switch SPDT 1A @ 6V Surface Mount, Right Angle Rectangular Columnar 6.6mm",0.0639,USD,https://assets.lcsc.com/images/lcsc/900x900/20230130_G-Switch-MK-12C02-G020_C963206_front.jpg
C2849537,https://www.lcsc.com/product-detail/C2849537.html,DMBJ PNLS6045-100M 10UH,DMBJ,C2849537,"4.5A 10uH 57mΩ Magnetic Shielded Inductor ±20% SMD,6x6mm Fixed Inductors RoHS",0.0332,USD,https://assets.lcsc.com/images/lcsc/900x900/20230121_DMBJ-PNLS6045-100M-10UH_C2849537_front.jpg
C963205,https://www.lcsc.com/product-detail/C963205.html,G-Switch MS-22D28-G020,G-Switch,C963205,Slide Switch DPDT 1A @ 6V Surface Mount Rectangular Columnar 7.1mm,0.0622,USD,https://assets.lcsc.com/images/lcsc/900x900/20230216_G-Switch-MS-22D28-G020_C963205_front.jpg
C417427,https://www.lcsc.com/product-detail/C417427.html,FUET FUET-7525-3.6V,FUET,C417427,"Buzzers Passive (Externally Driven) Magnetic 2.5V~4.5V 2.7kHz 80dB SMD,7.5x7.5mm",0.1036,USD,https://assets.lcsc.com/images/lcsc/900x900/20230118_FUET-FUET-7525-3-6V_C417427_front.jpg
C22387963,https://www.lcsc.com/product-detail/C22387963.html,FOLLON EFVH010ADA101M0552,FOLLON,C22387963,100uF ±20% 10V Aluminum Electrolytic Capacitors,0.0114,USD,https://assets.lcsc.com/images/lcsc/900x900/20240514_FOLLON-EFVH010ADA101M0552_C22387963_front.jpg
C22383776,https://www.lcsc.com/product-detail/C22383776.html,ACMECON VT1V470M0605,ACMECON,C22383776,47uF ±20% 35V Aluminum Electrolytic Capacitors,0.0134,USD,https://assets.lcsc.com/images/lcsc/900x900/20240527_ACMECON-VT1V470M0605_C22383776_front.jpg
C3445239,https://www.lcsc.com/product-detail/C3445239.html,KNSCHA RX220UF16V90RV0106,KNSCHA,C3445239,220uF ±20% 16V Aluminum Electrolytic Capacitors 2000hrs@105℃,0.0414,USD,https://assets.lcsc.com/images/lcsc/900x900/20230128_KNSCHA-RX220UF16V90RV0106_C3445239_front.jpg
C48735790,https://www.lcsc.com/product-detail/C48735790.html,ZGWD WL0540013-080R-001,ZGWD,C48735790,FFC/FPC Connector 8 Position 0.5mm Pitch Single-side Contact/Vertical Surface Mount -25℃~+85℃,0.0411,USD,https://assets.lcsc.com/images/lcsc/900x900/20250517_ZGWD-WL0540013-080R-001_C48735790_front.jpg
C5337043,https://www.lcsc.com/product-detail/C5337043.html,HDGC 0.5K-1.5W-8PWB,HDGC,C5337043,"FFC/FPC Connector 8 Position 0.5mm Pitch Double-Sided Contacts, Top and Bottom Entry Surface Mount, Right Angle",0.0438,USD,https://assets.lcsc.com/images/lcsc/900x900/20230204_HDGC-0-5K-1-5W-8PWB_C5337043_front.jpg
C5139822,https://www.lcsc.com/product-detail/C5139822.html,JUSHUO AFH34-S08FIA-1H,JUSHUO,C5139822,"FFC/FPC Connector 8 Position 0.5mm Pitch Double-Sided Contacts, Top and Bottom Entry Surface Mount, Right Angle",0.0365,USD,https://assets.lcsc.com/images/lcsc/900x900/20230124_JUSHUO-AFH34-S08FIA-1H_C5139822_front.jpg
C2856831,https://www.lcsc.com/product-detail/C2856831.html,XUNPU FPC-05FB-24PH20,XUNPU,C2856831,"FFC/FPC Connector 24 Position 0.5mm Pitch Double-Sided Contacts, Top and Bottom Entry Surface Mount, Right Angle -25℃~+85℃",0.0812,USD,https://assets.lcsc.com/images/lcsc/900x900/20230107_XUNPU-FPC-05FB-24PH20_C2856831_front.jpg
C2856834,https://www.lcsc.com/product-detail/C2856834.html,XUNPU FPC-05FB-32PH20,XUNPU,C2856834,"FFC/FPC Connector 32 Position 0.5mm Pitch Double-Sided Contacts, Top and Bottom Entry Surface Mount, Right Angle -25℃~+85℃",0.0863,USD,https://assets.lcsc.com/images/lcsc/900x900/20230107_XUNPU-FPC-05FB-32PH20_C2856834_front.jpg
C42445258,https://www.lcsc.com/product-detail/C42445258.html,ZGWD HW0520010-182R-001,ZGWD,C42445258,"FFC/FPC Connector 18 Position 0.5mm Pitch Double-Sided Contacts, Top and Bottom Entry Surface Mount, Right Angle -25℃~+85℃",0.0538,USD,https://assets.lcsc.com/images/lcsc/900x900/20250304_ZGWD-HW0520010-182R-001_C42445258_front.jpg
C696092,https://www.lcsc.com/product-detail/C696092.html,MOLEX 532610471,MOLEX,C696092,"Connector Header 4 position 1.25mm Pitch 1A Surface Mount, Right Angle -40℃~+105℃",0.0985,USD,https://assets.lcsc.com/images/lcsc/900x900/20231215_MOLEX-532610471_C696092_front.jpg
C6386919,https://www.lcsc.com/product-detail/C6386919.html,SHOU HAN 1.27-4P TPPT,SHOU HAN,C6386919,"Dip Switch SPST 4 Position Surface Mount Slide, Recessed 25mA 24V",0.2736,USD,https://assets.lcsc.com/images/lcsc/900x900/20230526_SHOU-HAN-1-27-4P-TPPT_C6386919_front.jpg
C22392238,https://www.lcsc.com/product-detail/C22392238.html,XYECONN IDC1.27-US2S-3A,XYECONN,C22392238,Connector IDC Header Surface Mount 6 position 1.27mm,0.0663,USD,https://assets.lcsc.com/images/lcsc/900x900/20240510_XYECONN-IDC1-27-US2S-3A_C22392238_front.jpg
C22392240,https://www.lcsc.com/product-detail/C22392240.html,XYECONN IDC1.27-US2S-5A,XYECONN,C22392240,Connector IDC Header Surface Mount 10 position 1.27mm,0.0836,USD,https://assets.lcsc.com/images/lcsc/900x900/20240510_XYECONN-IDC1-27-US2S-5A_C22392240_front.jpg
C2881908,https://www.lcsc.com/product-detail/C2881908.html,XKB Connection X1321WVS-2x03J-C40D53,XKB Connection,C2881908,Pin Header 6 Position 1.27mm Pitch Dual Row -40℃~+105℃,0.0558,USD,https://assets.lcsc.com/images/lcsc/900x900/20230107_XKB-Connection-X1321WVS-2x03J-C40D53_C2881908_front.jpg
C41370771,https://www.lcsc.com/product-detail/C41370771.html,Megastar ZX-PZ1.27-2-3PWZ,Megastar,C41370771,Pin Header 6 Position 1.27mm Pitch Dual Row Surface Mount -40℃~+105℃,0.0382,USD,https://assets.lcsc.com/images/lcsc/900x900/20240910_Megastar-ZX-PZ1-27-2-3PWZ_C41370771_front.jpg
C239512,https://www.lcsc.com/product-detail/C239512.html,CJT(Changjiang Connectors) A1002WV-S-3P,CJT(Changjiang Connectors),C239512,Connector Header 3 position 1mm Pitch,0.1001,USD,https://assets.lcsc.com/images/lcsc/900x900/20180914_CJT-Changjiang-Connectors-A1002WV-S-3P_C239512_front.jpg
C239513,https://www.lcsc.com/product-detail/C239513.html,CJT(Changjiang Connectors) A1002WV-S-4P,CJT(Changjiang Connectors),C239513,Connector Header 4 position 1mm Pitch,0.1093,USD,https://assets.lcsc.com/images/lcsc/900x900/20180914_CJT-Changjiang-Connectors-A1002WV-S-4P_C239513_front.jpg
C239514,https://www.lcsc.com/product-detail/C239514.html,CJT(Changjiang Connectors) A1002WV-S-5P,CJT(Changjiang Connectors),C239514,Connector Header 5 position 1mm Pitch,0.1722,USD,https://assets.lcsc.com/images/lcsc/900x900/20180914_CJT-Changjiang-Connectors-A1002WV-S-5P_C239514_front.jpg
C239517,https://www.lcsc.com/product-detail/C239517.html,CJT(Changjiang Connectors) A1002WV-S-8P,CJT(Changjiang Connectors),C239517,Connector Header 8 position 1mm Pitch,0.1912,USD,https://assets.lcsc.com/images/lcsc/900x900/20220606_CJT-Changjiang-Connectors-A1002WV-S-8P_C239517_front.jpg
C239522,https://www.lcsc.com/product-detail/C239522.html,CJT(Changjiang Connectors) A1002WR-S-4P,CJT(Changjiang Connectors),C239522,Connector Header 4 position 1mm Pitch,0.1113,USD,https://assets.lcsc.com/images/lcsc/900x900/20230110_CJT-Changjiang-Connectors-A1002WR-S-4P_C239522_front.jpg
C20611671,https://www.lcsc.com/product-detail/C20611671.html,HOOYA MS-22D17AG2.5-B,HOOYA,C20611671,Slide Switch 1A @ 24V Surface Mount,0.0590,USD,https://assets.lcsc.com/images/lcsc/900x900/20240521_HOOYA-MS-22D17AG2-5-B_C20611671_front.jpg
C2883218,https://www.lcsc.com/product-detail/C2883218.html,XKB Connection X4621FVS-2x32-C43D65,XKB Connection,C2883218,Female Header 64 Position 2mm Pitch Dual Row Surface Mount -40℃~+105℃,0.7900,USD,https://assets.lcsc.com/images/lcsc/900x900/20240327_XKB-Connection-X4621FVS-2x32-C43D65_C2883218_front.jpg
C719176,https://www.lcsc.com/product-detail/C719176.html,BOURNS TC33X-2-103E,BOURNS,C719176,"±25% ±250ppm/℃ 150mW 10kΩ SMD-3P,3.8x3.6mm Trimmer Potentiometers RoHS",0.0544,USD,https://assets.lcsc.com/images/lcsc/900x900/20230202_BOURNS-TC33X-2-103E_C719176_front.jpg
C2943466,https://www.lcsc.com/product-detail/C2943466.html,EVERLIGHT ITR1204SR10A/TR,EVERLIGHT,C2943466,SMD-4P Phototransistors RoHS,0.0628,USD,https://assets.lcsc.com/images/lcsc/900x900/20230122_Everlight-Elec-ITR1204SR10A-TR_C2943466_front.jpg
C98105,https://www.lcsc.com/product-detail/C98105.html,muRata NFM18PS105R0J3D,muRata,C98105,"1uF 30mΩ ±20% SMD-4P,1.6x0.8mm Feed Through Capacitors RoHS",0.0232,USD,https://assets.lcsc.com/images/lcsc/900x900/20251128_muRata-NFM18PS105R0J3D_C98105_front.jpg
C2765095,https://www.lcsc.com/product-detail/C2765095.html,EVERLIGHT ITR1205ST11A/TR,EVERLIGHT,C2765095,"1.1mm 940nm SMD-4P,3.1x2mm Photointerrupters - Slot Type - Logic Output RoHS",0.1179,USD,https://assets.lcsc.com/images/lcsc/900x900/20251020_EVERLIGHT-ITR1205ST11A-TR_C2765095_front.jpg
C5736265,https://www.lcsc.com/product-detail/C5736265.html,ESPRESSIF ESP32-C6-MINI-1-N4,ESPRESSIF,C5736265,2.4GHz ESP32-C6FH4 On-board PCB Antenna -106dBm SMD-53P RF Transceiver Modules and Modems RoHS,2.8320,USD,https://assets.lcsc.com/images/lcsc/900x900/20240719_Espressif-Systems-ESP32-C6-MINI-1-N4_C5736265_front.jpg
C3664478,https://www.lcsc.com/product-detail/C3664478.html,Bosch BME688,Bosch,C3664478,±3%RH 0%RH~100%RH SMD-8P Specialized Sensors RoHS,6.9351,USD,https://assets.lcsc.com/images/lcsc/900x900/20230127_Bosch-Sensortec-BME688_C3664478_front.jpg
C516130,https://www.lcsc.com/product-detail/C516130.html,"HONGLITRONIC HL-AM-2835H421W-S1-08-HR5(R9)(6000K-7000K)(SDCM&lt;6,R9&gt;50)",HONGLITRONIC,C516130,White LED Indication - Discrete 3.4V SMD2835-2P,0.0089,USD,https://assets.lcsc.com/images/lcsc/900x900/20230204_HONGLITRONIC-Hongli-Zhihui--HONGLITRONIC-HL-AM-2835H421W-S1-08-HR5-R9-6000K-7000K-SDCM-6-R9-50_C516130_front.jpg
C6081328,https://www.lcsc.com/product-detail/C6081328.html,NEWOPTO XYC-IRP2835A60-X4,NEWOPTO,C6081328,Infrared (IR) Emitter 850nm 1.3V~1.6V 100mA 13mW/sr 60° Surface Mount 2835-2P,0.0453,USD,https://assets.lcsc.com/images/lcsc/900x900/20230630_NEWOPTO-XYC-IRP2835A60-X4_C6081328_front.jpg
C2843876,https://www.lcsc.com/product-detail/C2843876.html,XINGLIGHT XL-2835UWC-02,XINGLIGHT,C2843876,White LED Indication - Discrete 3.4V SMD2835-2P,0.0053,USD,https://assets.lcsc.com/images/lcsc/900x900/20230120_XINGLIGHT-XL-2835UWC-02_C2843876_front.jpg
C7424755,https://www.lcsc.com/product-detail/C7424755.html,LIMING 3225-8.00-20-10-10/4B,LIMING,C7424755,Crystal 8MHz ±10ppm 20pF SMD3225-4P,0.0926,USD,https://assets.lcsc.com/images/lcsc/900x900/20230630_Suzhou-Liming-Elec-3225-8-00-20-10-10-4B_C7424755_front.jpg
C19173159,https://www.lcsc.com/product-detail/C19173159.html,TROQ RL080002265,TROQ,C19173159,Crystal 8MHz ±10ppm 8pF SMD3225-4P,0.0549,USD,https://assets.lcsc.com/images/lcsc/900x900/20240220_TROQ-RL080002265_C19173159_front.jpg
C9002,https://www.lcsc.com/product-detail/C9002.html,YXC Crystal Oscillators X322512MSB4SI,YXC Crystal Oscillators,C9002,Crystal 12MHz ±10ppm 20pF SMD3225-4P,0.0365,USD,https://assets.lcsc.com/images/lcsc/900x900/20221228_YXC-Crystal-Oscillators-X322512MSB4SI_C9002_front.jpg
C41383241,https://www.lcsc.com/product-detail/C41383241.html,TOGNJING XTM32016000GT00351001,TOGNJING,C41383241,Crystal 16MHz ±10ppm 10pF 40Ω SMD3225-4P,0.0329,USD,https://assets.lcsc.com/images/lcsc/900x900/20240926_TOGNJING-XTM32016000GT00351001_C41383241_front.jpg
